 TITLE = "ens2DB"
 VARIABLES = "i-index" "j-index" 
 "F  1" "F  2" "F  3" "F  4" "F  5"
 "F  6" "F  7" "F  8" "F  9" "F 10"
 ZONE  F=BLOCK, I=100, J=100, K=1
   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30
 -0.17935E+01 -0.17953E+01 -0.15886E+01 -0.11947E+01 -0.73769E+00 -0.39987E+00 -0.27276E+00 -0.31899E+00 -0.36715E+00 -0.25099E+00
  0.24044E-01  0.36258E+00  0.67771E+00  0.88124E+00  0.88222E+00  0.64388E+00  0.20710E+00 -0.30808E+00 -0.74872E+00 -0.10120E+01
 -0.10316E+01 -0.77143E+00 -0.31989E+00  0.12675E+00  0.45645E+00  0.74142E+00  0.10708E+01  0.13852E+01  0.15004E+01  0.12618E+01
  0.77973E+00  0.35782E+00  0.91429E-01 -0.16773E+00 -0.50701E+00 -0.81579E+00 -0.94699E+00 -0.94285E+00 -0.10016E+01 -0.11225E+01
 -0.99419E+00 -0.44553E+00  0.24859E+00  0.76728E+00  0.10392E+01  0.11243E+01  0.10897E+01  0.10185E+01  0.95743E+00  0.86138E+00
  0.61118E+00  0.15710E+00 -0.36112E+00 -0.69781E+00 -0.68019E+00 -0.34219E+00  0.11264E+00  0.41987E+00  0.36737E+00 -0.67924E-01
 -0.62121E+00 -0.94250E+00 -0.90690E+00 -0.55667E+00 -0.25816E-01  0.46306E+00  0.74520E+00  0.75194E+00  0.49435E+00  0.12588E+00
 -0.96408E-01  0.28324E-01  0.48468E+00  0.10337E+01  0.14534E+01  0.16398E+01  0.15704E+01  0.12994E+01  0.10154E+01  0.94499E+00
  0.10823E+01  0.11976E+01  0.10931E+01  0.82938E+00  0.67046E+00  0.75057E+00  0.98379E+00  0.12576E+01  0.15603E+01  0.18622E+01
  0.20276E+01  0.19252E+01  0.15218E+01  0.95908E+00  0.52113E+00  0.32014E+00  0.88171E-01 -0.50268E+00 -0.14063E+01 -0.21819E+01
 -0.19621E+01 -0.21010E+01 -0.19662E+01 -0.16029E+01 -0.11176E+01 -0.71267E+00 -0.51566E+00 -0.51872E+00 -0.58374E+00 -0.51381E+00
 -0.25029E+00  0.10810E+00  0.44312E+00  0.67741E+00  0.74484E+00  0.60124E+00  0.26766E+00 -0.16823E+00 -0.58485E+00 -0.89559E+00
 -0.10508E+01 -0.97597E+00 -0.64996E+00 -0.20132E+00  0.20359E+00  0.54988E+00  0.91877E+00  0.12960E+01  0.15476E+01  0.14856E+01
  0.10497E+01  0.50819E+00  0.14092E+00 -0.84710E-01 -0.31767E+00 -0.56747E+00 -0.71873E+00 -0.73578E+00 -0.77052E+00 -0.93300E+00
 -0.10187E+01 -0.68173E+00  0.19414E-01  0.67956E+00  0.10909E+01  0.12917E+01  0.13360E+01  0.12688E+01  0.11725E+01  0.10791E+01
  0.90882E+00  0.54355E+00  0.10098E-01 -0.48216E+00 -0.70440E+00 -0.57787E+00 -0.22157E+00  0.12251E+00  0.20887E+00 -0.89758E-01
 -0.63164E+00 -0.10422E+01 -0.11061E+01 -0.82215E+00 -0.28466E+00  0.27347E+00  0.63257E+00  0.72375E+00  0.55899E+00  0.23957E+00
 -0.42632E-01 -0.96363E-01  0.14780E+00  0.57117E+00  0.10104E+01  0.13636E+01  0.15410E+01  0.14862E+01  0.12667E+01  0.11155E+01
  0.11867E+01  0.13564E+01  0.13713E+01  0.11271E+01  0.82385E+00  0.72479E+00  0.85109E+00  0.10743E+01  0.13288E+01  0.16046E+01
  0.18084E+01  0.18067E+01  0.15179E+01  0.97569E+00  0.40232E+00  0.47474E-01 -0.15349E+00 -0.53312E+00 -0.12692E+01 -0.21214E+01
 -0.20350E+01 -0.23598E+01 -0.23285E+01 -0.20239E+01 -0.15311E+01 -0.10537E+01 -0.76670E+00 -0.70116E+00 -0.75931E+00 -0.75045E+00
 -0.54255E+00 -0.18810E+00  0.16923E+00  0.43289E+00  0.56668E+00  0.53547E+00  0.32331E+00 -0.24673E-01 -0.41295E+00 -0.75319E+00
 -0.99994E+00 -0.10831E+01 -0.91158E+00 -0.52015E+00 -0.76674E-01  0.32468E+00  0.73725E+00  0.11733E+01  0.15269E+01  0.16354E+01
  0.13401E+01  0.74841E+00  0.22999E+00 -0.60265E-01 -0.22942E+00 -0.38247E+00 -0.49590E+00 -0.52237E+00 -0.54628E+00 -0.70640E+00
 -0.92731E+00 -0.86021E+00 -0.29712E+00  0.44708E+00  0.10117E+01  0.13600E+01  0.15542E+01  0.15737E+01  0.14513E+01  0.12929E+01
  0.11173E+01  0.82425E+00  0.34608E+00 -0.20316E+00 -0.60725E+00 -0.71000E+00 -0.51594E+00 -0.20517E+00 -0.25480E-01 -0.16287E+00
 -0.60705E+00 -0.10512E+01 -0.12038E+01 -0.10192E+01 -0.54368E+00  0.38260E-01  0.45619E+00  0.60936E+00  0.52774E+00  0.29797E+00
  0.52290E-01 -0.75359E-01 -0.85603E-02  0.22015E+00  0.54099E+00  0.92546E+00  0.12850E+01  0.14707E+01  0.14138E+01  0.12551E+01
  0.12462E+01  0.14256E+01  0.15714E+01  0.14467E+01  0.10879E+01  0.79793E+00  0.75506E+00  0.89000E+00  0.10931E+01  0.13309E+01
  0.15402E+01  0.15987E+01  0.14149E+01  0.96358E+00  0.36441E+00 -0.12872E+00 -0.40397E+00 -0.67507E+00 -0.12182E+01 -0.20169E+01
 -0.19766E+01 -0.25116E+01 -0.26116E+01 -0.23903E+01 -0.19308E+01 -0.14047E+01 -0.10256E+01 -0.87583E+00 -0.90014E+00 -0.94113E+00
 -0.82392E+00 -0.51789E+00 -0.15147E+00  0.14289E+00  0.33348E+00  0.42020E+00  0.36090E+00  0.13228E+00 -0.21382E+00 -0.58496E+00
 -0.91033E+00 -0.11219E+01 -0.11050E+01 -0.80842E+00 -0.36052E+00  0.79786E-01  0.51564E+00  0.99294E+00  0.14260E+01  0.16698E+01
  0.15584E+01  0.10419E+01  0.41748E+00  0.89411E-03 -0.18536E+00 -0.25999E+00 -0.29570E+00 -0.29685E+00 -0.31293E+00 -0.46132E+00
 -0.74683E+00 -0.91520E+00 -0.61702E+00  0.83278E-01  0.76800E+00  0.12624E+01  0.16279E+01  0.18364E+01  0.17873E+01  0.15614E+01
  0.12981E+01  0.99991E+00  0.58158E+00  0.56285E-01 -0.42972E+00 -0.71658E+00 -0.71743E+00 -0.50590E+00 -0.29450E+00 -0.29101E+00
 -0.57819E+00 -0.97959E+00 -0.11853E+01 -0.10967E+01 -0.73445E+00 -0.20152E+00  0.23979E+00  0.42534E+00  0.39087E+00  0.24421E+00
  0.91454E-01 -0.83573E-03 -0.88604E-02  0.47717E-01  0.16803E+00  0.43013E+00  0.84249E+00  0.12265E+01  0.13832E+01  0.13055E+01
  0.12346E+01  0.13744E+01  0.16239E+01  0.16899E+01  0.14132E+01  0.99919E+00  0.75346E+00  0.74228E+00  0.86963E+00  0.10620E+01
  0.12576E+01  0.13419E+01  0.12224E+01  0.86700E+00  0.32807E+00 -0.21173E+00 -0.57684E+00 -0.83214E+00 -0.12299E+01 -0.19015E+01
 -0.17812E+01 -0.25109E+01 -0.27640E+01 -0.26360E+01 -0.22443E+01 -0.17162E+01 -0.12659E+01 -0.10317E+01 -0.10054E+01 -0.10717E+01
 -0.10550E+01 -0.84543E+00 -0.50736E+00 -0.18839E+00  0.50856E-01  0.23978E+00  0.35135E+00  0.29047E+00  0.28200E-01 -0.36197E+00
 -0.77322E+00 -0.11072E+01 -0.12394E+01 -0.10617E+01 -0.63732E+00 -0.16284E+00  0.28300E+00  0.75930E+00  0.12368E+01  0.15755E+01
  0.16301E+01  0.12863E+01  0.68043E+00  0.15975E+00 -0.10395E+00 -0.15989E+00 -0.11976E+00 -0.63254E-01 -0.56240E-01 -0.19051E+00
 -0.50025E+00 -0.82795E+00 -0.82904E+00 -0.32617E+00  0.38561E+00  0.99580E+00  0.15010E+01  0.19235E+01  0.20836E+01  0.18879E+01
  0.15150E+01  0.11236E+01  0.70939E+00  0.23481E+00 -0.24282E+00 -0.61773E+00 -0.78716E+00 -0.71881E+00 -0.54082E+00 -0.44653E+00
 -0.56555E+00 -0.85053E+00 -0.10575E+01 -0.10369E+01 -0.79673E+00 -0.38079E+00  0.26400E-01  0.21303E+00  0.17893E+00  0.66471E-01
  0.59554E-02  0.19250E-01  0.54588E-01  0.40162E-01 -0.26899E-01  0.72831E-02  0.30451E+00  0.77430E+00  0.11325E+01  0.12072E+01
  0.11270E+01  0.11900E+01  0.14788E+01  0.17497E+01  0.16897E+01  0.12985E+01  0.88968E+00  0.68890E+00  0.69439E+00  0.82207E+00
  0.99028E+00  0.10810E+01  0.98777E+00  0.68737E+00  0.22377E+00 -0.27980E+00 -0.67533E+00 -0.94491E+00 -0.12580E+01 -0.17934E+01
 -0.73350E+00 -0.78217E+00 -0.64533E+00 -0.33899E+00  0.10182E+00  0.63728E+00  0.11891E+01  0.16571E+01  0.18752E+01  0.17252E+01
  0.12881E+01  0.73406E+00  0.27436E+00  0.73652E-01  0.81385E-01  0.87919E-01 -0.20220E-01 -0.16882E+00 -0.22538E+00 -0.12805E+00
  0.51897E-01  0.20974E+00  0.34931E+00  0.52204E+00  0.74062E+00  0.97389E+00  0.11677E+01  0.12542E+01  0.11594E+01  0.78523E+00
  0.10328E+00 -0.71878E+00 -0.14403E+01 -0.17714E+01 -0.14250E+01 -0.45653E+00  0.64681E+00  0.13513E+01  0.14131E+01  0.94717E+00
  0.24935E+00 -0.33628E+00 -0.51568E+00 -0.25260E+00  0.19115E+00  0.47762E+00  0.38588E+00 -0.14241E+00 -0.93285E+00 -0.16303E+01
 -0.19117E+01 -0.17153E+01 -0.12408E+01 -0.69357E+00 -0.15017E+00  0.33933E+00  0.64211E+00  0.60656E+00  0.20587E+00 -0.40464E+00
 -0.98954E+00 -0.14465E+01 -0.18568E+01 -0.22756E+01 -0.25246E+01 -0.23404E+01 -0.17256E+01 -0.94312E+00 -0.22673E+00  0.36220E+00
  0.76479E+00  0.79761E+00  0.36899E+00 -0.35118E+00 -0.96500E+00 -0.11919E+01 -0.11116E+01 -0.85407E+00 -0.53225E+00 -0.28990E+00
 -0.23366E+00 -0.40021E+00 -0.75195E+00 -0.12175E+01 -0.16612E+01 -0.18542E+01 -0.16662E+01 -0.11961E+01 -0.66048E+00 -0.29201E+00
 -0.21061E+00 -0.33413E+00 -0.43892E+00 -0.33382E+00 -0.20742E-01  0.29180E+00  0.34222E+00  0.11063E+00 -0.19364E+00 -0.42605E+00
 -0.84108E+00 -0.95404E+00 -0.86455E+00 -0.58031E+00 -0.14435E+00  0.41602E+00  0.10118E+01  0.15128E+01  0.17889E+01  0.17169E+01
  0.13437E+01  0.84922E+00  0.42882E+00  0.24995E+00  0.30695E+00  0.38580E+00  0.30496E+00  0.10830E+00 -0.54404E-01 -0.92703E-01
 -0.26428E-01  0.67935E-01  0.17544E+00  0.34527E+00  0.60447E+00  0.91478E+00  0.11940E+01  0.13577E+01  0.13433E+01  0.10812E+01
  0.51044E+00 -0.26014E+00 -0.98596E+00 -0.14200E+01 -0.12934E+01 -0.51911E+00  0.57174E+00  0.14539E+01  0.17445E+01  0.14013E+01
  0.65310E+00 -0.17766E+00 -0.72302E+00 -0.75263E+00 -0.38913E+00  0.27996E-01  0.21331E+00  0.13257E-01 -0.55708E+00 -0.12613E+01
 -0.17358E+01 -0.17539E+01 -0.14012E+01 -0.88170E+00 -0.32986E+00  0.17178E+00  0.51409E+00  0.57682E+00  0.32666E+00 -0.13126E+00
 -0.58779E+00 -0.90611E+00 -0.11644E+01 -0.15013E+01 -0.18586E+01 -0.19684E+01 -0.16699E+01 -0.10925E+01 -0.45745E+00  0.13041E+00
  0.63161E+00  0.88790E+00  0.69907E+00  0.62061E-01 -0.73866E+00 -0.12612E+01 -0.13662E+01 -0.11651E+01 -0.77673E+00 -0.37448E+00
 -0.12935E+00 -0.14160E+00 -0.41472E+00 -0.86583E+00 -0.13787E+01 -0.17618E+01 -0.18109E+01 -0.14972E+01 -0.97656E+00 -0.48776E+00
 -0.22848E+00 -0.22147E+00 -0.31778E+00 -0.31212E+00 -0.10673E+00  0.20169E+00  0.37067E+00  0.24693E+00 -0.44626E-01 -0.28657E+00
 -0.92700E+00 -0.11494E+01 -0.11442E+01 -0.89762E+00 -0.47243E+00  0.10185E+00  0.77111E+00  0.13700E+01  0.17370E+01  0.17510E+01
  0.14227E+01  0.94270E+00  0.52287E+00  0.33568E+00  0.41362E+00  0.56388E+00  0.54366E+00  0.33674E+00  0.11481E+00  0.30016E-02
 -0.28226E-02  0.27381E-01  0.73718E-01  0.19063E+00  0.42895E+00  0.77186E+00  0.11272E+01  0.13772E+01  0.14404E+01  0.12657E+01
  0.80162E+00  0.99030E-01 -0.61450E+00 -0.10939E+01 -0.11174E+01 -0.54590E+00  0.44586E+00  0.14213E+01  0.19452E+01  0.18107E+01
  0.11326E+01  0.17992E+00 -0.68466E+00 -0.10816E+01 -0.92992E+00 -0.50626E+00 -0.13943E+00 -0.44721E-01 -0.32174E+00 -0.88235E+00
 -0.14259E+01 -0.16238E+01 -0.14195E+01 -0.97514E+00 -0.44785E+00  0.47125E-01  0.39756E+00  0.50549E+00  0.35649E+00  0.40546E-01
 -0.27643E+00 -0.45293E+00 -0.53908E+00 -0.71630E+00 -0.10410E+01 -0.13200E+01 -0.13042E+01 -0.97700E+00 -0.50376E+00 -0.85640E-03
  0.50609E+00  0.91112E+00  0.97324E+00  0.53234E+00 -0.31011E+00 -0.11250E+01 -0.15152E+01 -0.14738E+01 -0.11202E+01 -0.61949E+00
 -0.18974E+00  0.49279E-02 -0.10921E+00 -0.48420E+00 -0.10032E+01 -0.15084E+01 -0.17875E+01 -0.16979E+01 -0.12814E+01 -0.73569E+00
 -0.31252E+00 -0.14266E+00 -0.16984E+00 -0.22229E+00 -0.14173E+00  0.88843E-01  0.31783E+00  0.34138E+00  0.14290E+00 -0.89763E-01
 -0.89093E+00 -0.12735E+01 -0.14196E+01 -0.12682E+01 -0.87914E+00 -0.32132E+00  0.38754E+00  0.11181E+01  0.16456E+01  0.18016E+01
  0.15518E+01  0.10751E+01  0.61824E+00  0.37713E+00  0.42724E+00  0.61838E+00  0.67645E+00  0.49036E+00  0.22674E+00  0.72472E-01
  0.48951E-01  0.65053E-01  0.67194E-01  0.11107E+00  0.27842E+00  0.59001E+00  0.97634E+00  0.13040E+01  0.14497E+01  0.13489E+01
  0.96673E+00  0.33164E+00 -0.36782E+00 -0.87482E+00 -0.99138E+00 -0.58786E+00  0.26548E+00  0.12500E+01  0.19643E+01  0.20890E+01
  0.15877E+01  0.65367E+00 -0.40865E+00 -0.11682E+01 -0.13306E+01 -0.10282E+01 -0.59893E+00 -0.30306E+00 -0.30416E+00 -0.63690E+00
 -0.11146E+01 -0.14056E+01 -0.13307E+01 -0.97647E+00 -0.49808E+00 -0.26643E-01  0.31455E+00  0.42987E+00  0.32256E+00  0.98500E-01
 -0.95557E-01 -0.13774E+00 -0.57793E-01 -0.41865E-01 -0.23106E+00 -0.53877E+00 -0.71536E+00 -0.62371E+00 -0.34272E+00  0.18562E-01
  0.44851E+00  0.90871E+00  0.11809E+01  0.99690E+00  0.27003E+00 -0.73052E+00 -0.14628E+01 -0.16848E+01 -0.14786E+01 -0.98789E+00
 -0.43125E+00 -0.31073E-01  0.75455E-01 -0.13704E+00 -0.58063E+00 -0.11175E+01 -0.15595E+01 -0.17137E+01 -0.14973E+01 -0.10006E+01
 -0.46407E+00 -0.11621E+00 -0.14239E-01 -0.60398E-01 -0.88526E-01  0.11975E-01  0.20869E+00  0.34611E+00  0.30411E+00  0.15088E+00
 -0.66111E+00 -0.12262E+01 -0.15855E+01 -0.16188E+01 -0.13273E+01 -0.81979E+00 -0.13498E+00  0.67417E+00  0.13954E+01  0.17717E+01
  0.16820E+01  0.12552E+01  0.76105E+00  0.43192E+00  0.39969E+00  0.57985E+00  0.70562E+00  0.57226E+00  0.27619E+00  0.70888E-01
  0.46198E-01  0.10384E+00  0.12394E+00  0.12136E+00  0.20292E+00  0.43552E+00  0.79087E+00  0.11546E+01  0.13749E+01  0.13447E+01
  0.10247E+01  0.44177E+00 -0.24743E+00 -0.78553E+00 -0.96665E+00 -0.68717E+00  0.26544E-01  0.95844E+00  0.17878E+01  0.21717E+01
  0.19226E+01  0.11292E+01  0.26837E-01 -0.99723E+00 -0.15083E+01 -0.14329E+01 -0.10581E+01 -0.67768E+00 -0.48693E+00 -0.59608E+00
 -0.92938E+00 -0.12146E+01 -0.12147E+01 -0.93192E+00 -0.50148E+00 -0.59027E-01  0.26798E+00  0.37597E+00  0.26788E+00  0.73124E-01
 -0.49949E-01  0.12395E-01  0.23641E+00  0.44272E+00  0.44385E+00  0.22384E+00 -0.26146E-01 -0.11123E+00 -0.14011E-01  0.18821E+00
  0.48885E+00  0.91357E+00  0.13188E+01  0.13925E+01  0.89635E+00 -0.11331E+00 -0.11445E+01 -0.17094E+01 -0.17491E+01 -0.13875E+01
 -0.80738E+00 -0.25637E+00  0.70419E-01  0.84540E-01 -0.19279E+00 -0.66004E+00 -0.11605E+01 -0.15020E+01 -0.15285E+01 -0.12004E+01
 -0.65883E+00 -0.16207E+00  0.11257E+00  0.15218E+00  0.71756E-01  0.28794E-01  0.10702E+00  0.26089E+00  0.36523E+00  0.36255E+00
 -0.23646E+00 -0.94409E+00 -0.15396E+01 -0.18368E+01 -0.17398E+01 -0.13352E+01 -0.72347E+00  0.64830E-01  0.91145E+00  0.15414E+01
  0.17059E+01  0.14230E+01  0.94580E+00  0.53557E+00  0.38206E+00  0.49478E+00  0.65318E+00  0.59501E+00  0.29271E+00  0.11234E-01
 -0.49159E-01  0.60230E-01  0.16463E+00  0.18561E+00  0.21272E+00  0.35759E+00  0.64049E+00  0.98368E+00  0.12432E+01  0.12731E+01
  0.10049E+01  0.45997E+00 -0.22482E+00 -0.80390E+00 -0.10444E+01 -0.85284E+00 -0.25840E+00  0.58894E+00  0.14510E+01  0.20370E+01
  0.20697E+01  0.15002E+01  0.49598E+00 -0.63488E+00 -0.14349E+01 -0.16357E+01 -0.14051E+01 -0.10476E+01 -0.77747E+00 -0.73306E+00
 -0.91965E+00 -0.11405E+01 -0.11564E+01 -0.90878E+00 -0.50434E+00 -0.79747E-01  0.23899E+00  0.34518E+00  0.22417E+00  0.14569E-01
 -0.99650E-01  0.11004E-01  0.34015E+00  0.71222E+00  0.91387E+00  0.85039E+00  0.63496E+00  0.46307E+00  0.41610E+00  0.46609E+00
  0.61778E+00  0.93842E+00  0.13834E+01  0.16659E+01  0.14473E+01  0.59637E+00 -0.58022E+00 -0.14925E+01 -0.18525E+01 -0.17122E+01
 -0.12223E+01 -0.61101E+00 -0.11971E+00  0.11635E+00  0.63986E-01 -0.23803E+00 -0.68321E+00 -0.11063E+01 -0.13341E+01 -0.12401E+01
 -0.82637E+00 -0.27549E+00  0.16889E+00  0.36303E+00  0.31852E+00  0.17168E+00  0.85744E-01  0.14267E+00  0.30199E+00  0.45548E+00
  0.29196E+00 -0.43814E+00 -0.12252E+01 -0.18142E+01 -0.20031E+01 -0.17861E+01 -0.12900E+01 -0.59503E+00  0.24511E+00  0.10511E+01
  0.15120E+01  0.14765E+01  0.11099E+01  0.67654E+00  0.40284E+00  0.40229E+00  0.54764E+00  0.56755E+00  0.30867E+00 -0.49682E-01
 -0.20788E+00 -0.10059E+00  0.10612E+00  0.22879E+00  0.27238E+00  0.36346E+00  0.57293E+00  0.86170E+00  0.11125E+01  0.11725E+01
  0.94135E+00  0.42643E+00 -0.25421E+00 -0.87920E+00 -0.11904E+01 -0.10659E+01 -0.56005E+00  0.19732E+00  0.10292E+01  0.17218E+01
  0.20038E+01  0.16976E+01  0.87924E+00 -0.20875E+00 -0.11660E+01 -0.16117E+01 -0.15601E+01 -0.12935E+01 -0.10456E+01 -0.95143E+00
 -0.10474E+01 -0.12016E+01 -0.12011E+01 -0.95747E+00 -0.55289E+00 -0.12603E+00  0.19648E+00  0.31362E+00  0.19453E+00 -0.39462E-01
 -0.18570E+00 -0.88425E-01  0.28721E+00  0.78553E+00  0.11705E+01  0.12875E+01  0.11721E+01  0.99871E+00  0.87545E+00  0.80303E+00
  0.80498E+00  0.97988E+00  0.13728E+01  0.17822E+01  0.18254E+01  0.12356E+01  0.10768E+00 -0.10437E+01 -0.17476E+01 -0.18906E+01
 -0.15742E+01 -0.99684E+00 -0.41905E+00 -0.24175E-01  0.13143E+00  0.45254E-01 -0.24632E+00 -0.63380E+00 -0.96265E+00 -0.10792E+01
 -0.87873E+00 -0.40458E+00  0.13822E+00  0.51082E+00  0.58880E+00  0.42419E+00  0.19076E+00  0.73070E-01  0.15914E+00  0.39112E+00
  0.78873E+00  0.18413E+00 -0.66356E+00 -0.14995E+01 -0.20093E+01 -0.20659E+01 -0.17466E+01 -0.11838E+01 -0.45137E+00  0.37362E+00
  0.10581E+01  0.13235E+01  0.11655E+01  0.79766E+00  0.45410E+00  0.32376E+00  0.40947E+00  0.48943E+00  0.32644E+00 -0.54564E-01
 -0.34762E+00 -0.33649E+00 -0.85204E-01  0.17539E+00  0.31715E+00  0.41988E+00  0.59139E+00  0.83236E+00  0.10481E+01  0.11001E+01
  0.87752E+00  0.37899E+00 -0.29222E+00 -0.95240E+00 -0.13480E+01 -0.12933E+01 -0.84573E+00 -0.16317E+00  0.60667E+00  0.13135E+01
  0.17545E+01  0.16987E+01  0.11040E+01  0.15388E+00 -0.82150E+00 -0.14193E+01 -0.15163E+01 -0.13460E+01 -0.11697E+01 -0.11219E+01
 -0.12191E+01 -0.13515E+01 -0.13387E+01 -0.10874E+01 -0.66676E+00 -0.22123E+00  0.11659E+00  0.25102E+00  0.15332E+00 -0.83564E-01
 -0.26469E+00 -0.21753E+00  0.14104E+00  0.70882E+00  0.12419E+01  0.15367E+01  0.15505E+01  0.14235E+01  0.12878E+01  0.11495E+01
  0.10223E+01  0.10321E+01  0.12980E+01  0.17336E+01  0.19808E+01  0.16800E+01  0.75376E+00 -0.45577E+00 -0.14361E+01 -0.18915E+01
 -0.18017E+01 -0.13246E+01 -0.72722E+00 -0.24529E+00  0.40811E-01  0.13711E+00  0.43117E-01 -0.21102E+00 -0.52425E+00 -0.75919E+00
 -0.76877E+00 -0.46929E+00  0.53848E-01  0.56098E+00  0.80791E+00  0.72117E+00  0.41548E+00  0.11304E+00  0.20613E-01  0.20382E+00
  0.11675E+01  0.76956E+00  0.28078E-01 -0.92352E+00 -0.17149E+01 -0.20803E+01 -0.20033E+01 -0.16090E+01 -0.10270E+01 -0.31386E+00
  0.42761E+00  0.93785E+00  0.10431E+01  0.82746E+00  0.49377E+00  0.25983E+00  0.25022E+00  0.35357E+00  0.31307E+00  0.71073E-03
 -0.38921E+00 -0.54522E+00 -0.36266E+00 -0.60605E-02  0.28490E+00  0.47267E+00  0.66247E+00  0.89311E+00  0.10860E+01  0.11114E+01
  0.86433E+00  0.35326E+00 -0.31101E+00 -0.98142E+00 -0.14530E+01 -0.14907E+01 -0.10901E+01 -0.45567E+00  0.24806E+00  0.90904E+00
  0.14021E+01  0.15294E+01  0.11537E+01  0.37801E+00 -0.52294E+00 -0.11724E+01 -0.13503E+01 -0.12248E+01 -0.10943E+01 -0.11286E+01
 -0.13166E+01 -0.15060E+01 -0.15187E+01 -0.12706E+01 -0.83157E+00 -0.36088E+00 -0.28016E-02  0.14628E+00  0.70561E-01 -0.14374E+00
 -0.33011E+00 -0.32666E+00 -0.23617E-01  0.54943E+00  0.11757E+01  0.16225E+01  0.17786E+01  0.17203E+01  0.15995E+01  0.14487E+01
  0.12418E+01  0.10926E+01  0.11848E+01  0.15458E+01  0.19110E+01  0.18735E+01  0.12270E+01  0.13069E+00 -0.97836E+00 -0.17106E+01
 -0.18830E+01 -0.15512E+01 -0.97323E+00 -0.44520E+00 -0.10136E+00  0.81545E-01  0.13898E+00  0.58172E-01 -0.14327E+00 -0.38067E+00
 -0.52006E+00 -0.41332E+00 -0.13215E-01  0.52931E+00  0.92860E+00  0.98295E+00  0.70322E+00  0.27377E+00 -0.36832E-01 -0.25984E-01
  0.14161E+01  0.12237E+01  0.68767E+00 -0.20217E+00 -0.11609E+01 -0.18038E+01 -0.19960E+01 -0.18079E+01 -0.13913E+01 -0.84361E+00
 -0.19877E+00  0.40183E+00  0.73086E+00  0.71597E+00  0.46942E+00  0.19184E+00  0.78113E-01  0.15658E+00  0.22599E+00  0.57900E-01
 -0.32444E+00 -0.63391E+00 -0.61744E+00 -0.27629E+00  0.14787E+00  0.47172E+00  0.73646E+00  0.10056E+01  0.12165E+01  0.12316E+01
  0.94618E+00  0.38635E+00 -0.29493E+00 -0.95528E+00 -0.14617E+01 -0.16008E+01 -0.12680E+01 -0.66461E+00 -0.13716E-01  0.57642E+00
  0.10392E+01  0.12538E+01  0.10567E+01  0.45270E+00 -0.33942E+00 -0.97761E+00 -0.11793E+01 -0.10310E+01 -0.86579E+00 -0.93049E+00
 -0.12370E+01 -0.15653E+01 -0.16698E+01 -0.14594E+01 -0.10130E+01 -0.51700E+00 -0.13963E+00  0.16498E-01 -0.55840E-01 -0.24969E+00
 -0.41021E+00 -0.40896E+00 -0.15179E+00  0.38353E+00  0.10401E+01  0.15856E+01  0.18747E+01  0.19059E+01  0.18070E+01  0.16589E+01
  0.14262E+01  0.11565E+01  0.10616E+01  0.12709E+01  0.16504E+01  0.18179E+01  0.14639E+01  0.59356E+00 -0.48404E+00 -0.13813E+01
 -0.18112E+01 -0.16705E+01 -0.11407E+01 -0.57262E+00 -0.19225E+00 -0.28229E-02  0.93964E-01  0.13685E+00  0.87272E-01 -0.57065E-01
 -0.21546E+00 -0.24123E+00 -0.24691E-02  0.47341E+00  0.95154E+00  0.11551E+01  0.97959E+00  0.51827E+00  0.23861E-01 -0.20929E+00
  0.15518E+01  0.15349E+01  0.12133E+01  0.50880E+00 -0.45289E+00 -0.12874E+01 -0.17245E+01 -0.17579E+01 -0.15161E+01 -0.11344E+01
 -0.65529E+00 -0.12116E+00  0.30302E+00  0.46146E+00  0.34658E+00  0.92374E-01 -0.99874E-01 -0.90276E-01  0.40789E-01  0.42027E-01
 -0.22335E+00 -0.59125E+00 -0.75365E+00 -0.54073E+00 -0.70011E-01  0.39214E+00  0.76778E+00  0.11151E+01  0.13920E+01  0.14419E+01
  0.11395E+01  0.51345E+00 -0.22650E+00 -0.88375E+00 -0.13751E+01 -0.15780E+01 -0.13412E+01 -0.78389E+00 -0.17564E+00  0.34115E+00
  0.72931E+00  0.94455E+00  0.86185E+00  0.40838E+00 -0.27601E+00 -0.88613E+00 -0.10965E+01 -0.89136E+00 -0.60901E+00 -0.59478E+00
 -0.95084E+00 -0.14473E+01 -0.17171E+01 -0.16013E+01 -0.11752E+01 -0.65786E+00 -0.26049E+00 -0.10253E+00 -0.19328E+00 -0.39848E+00
 -0.53708E+00 -0.49887E+00 -0.23761E+00  0.26531E+00  0.90989E+00  0.14907E+01  0.18680E+01  0.19968E+01  0.19356E+01  0.17827E+01
  0.15441E+01  0.12099E+01  0.94942E+00  0.96689E+00  0.12597E+01  0.15471E+01  0.14588E+01  0.86539E+00 -0.60857E-01 -0.98552E+00
 -0.15985E+01 -0.16794E+01 -0.12466E+01 -0.63843E+00 -0.19670E+00 -0.11036E-01  0.32272E-01  0.79181E-01  0.13979E+00  0.13264E+00
  0.47307E-01 -0.16191E-01  0.94280E-01  0.44979E+00  0.91808E+00  0.12276E+01  0.11891E+01  0.78881E+00  0.19552E+00 -0.27868E+00
  0.15855E+01  0.17174E+01  0.15877E+01  0.11012E+01  0.27488E+00 -0.62446E+00 -0.12482E+01 -0.14860E+01 -0.14204E+01 -0.11891E+01
