 47     4646.46       -1.99        1.06       -0.37        0.91       -2.11        1.06        0.03       -0.01       -0.10        0.48
 48     4747.47       -2.18        0.93       -0.05        0.96       -2.05        1.13       -0.11       -0.15       -0.07        0.71
 49     4848.48       -2.32        0.79        0.26        0.99       -1.92        1.16       -0.21       -0.30       -0.06        0.98
 50     4949.49       -2.39        0.64        0.55        1.00       -1.74        1.16       -0.25       -0.45       -0.07        1.25
 51     5050.51       -2.37        0.48        0.84        0.98       -1.50        1.11       -0.26       -0.59       -0.11        1.50
 52     5151.52       -2.27        0.34        1.10        0.92       -1.23        1.02       -0.23       -0.70       -0.17        1.71
 53     5252.53       -2.08        0.21        1.33        0.83       -0.95        0.90       -0.18       -0.78       -0.24        1.86
 54     5353.54       -1.81        0.09        1.51        0.71       -0.70        0.74       -0.11       -0.81       -0.33        1.93
 55     5454.55       -1.51       -0.01        1.63        0.56       -0.48        0.54       -0.04       -0.79       -0.42        1.92
 56     5555.56       -1.18       -0.09        1.66        0.39       -0.34        0.31        0.03       -0.73       -0.50        1.82
 57     5656.57       -0.86       -0.16        1.61        0.21       -0.28        0.06        0.10       -0.64       -0.56        1.63
 58     5757.58       -0.59       -0.21        1.46        0.02       -0.29       -0.21        0.17       -0.53       -0.61        1.38
 59     5858.59       -0.37       -0.26        1.22       -0.15       -0.37       -0.50        0.23       -0.42       -0.62        1.07
 60     5959.60       -0.23       -0.31        0.92       -0.31       -0.49       -0.79        0.29       -0.32       -0.61        0.71
 61     6060.61       -0.16       -0.35        0.58       -0.44       -0.63       -1.09        0.35       -0.26       -0.56        0.33
 62     6161.62       -0.17       -0.39        0.24       -0.55       -0.74       -1.38        0.40       -0.24       -0.49       -0.04
 63     6262.63       -0.23       -0.41       -0.07       -0.64       -0.80       -1.66        0.45       -0.27       -0.38       -0.40
 64     6363.64       -0.34       -0.44       -0.31       -0.72       -0.81       -1.93        0.51       -0.36       -0.25       -0.71
 65     6464.65       -0.49       -0.45       -0.47       -0.78       -0.74       -2.18        0.59       -0.50       -0.08       -0.95
 66     6565.66       -0.65       -0.44       -0.53       -0.83       -0.61       -2.40        0.71       -0.67        0.12       -1.10
 67     6666.67       -0.81       -0.43       -0.49       -0.87       -0.42       -2.57        0.88       -0.87        0.36       -1.16
 68     6767.68       -0.96       -0.41       -0.37       -0.89       -0.19       -2.68        1.11       -1.07        0.62       -1.12
 69     6868.69       -1.09       -0.39       -0.19       -0.89        0.07       -2.70        1.40       -1.24        0.91       -0.98
 70     6969.70       -1.18       -0.36        0.02       -0.86        0.33       -2.63        1.72       -1.38        1.21       -0.76
 71     7070.71       -1.23       -0.32        0.22       -0.81        0.57       -2.45        2.05       -1.47        1.50       -0.49
 72     7171.72       -1.22       -0.26        0.38       -0.74        0.79       -2.18        2.35       -1.50        1.76       -0.22
 73     7272.73       -1.17       -0.17        0.49       -0.67        0.95       -1.85        2.59       -1.48        1.98        0.02
 74     7373.74       -1.07       -0.04        0.54       -0.60        1.05       -1.50        2.74       -1.43        2.15        0.20
 75     7474.75       -0.95        0.14        0.52       -0.55        1.09       -1.15        2.78       -1.37        2.29        0.31
 76     7575.76       -0.82        0.38        0.45       -0.52        1.07       -0.84        2.73       -1.30        2.39        0.33
 77     7676.77       -0.67        0.67        0.33       -0.51        0.98       -0.61        2.59       -1.24        2.48        0.30
 78     7777.78       -0.53        0.99        0.19       -0.53        0.85       -0.45        2.37       -1.18        2.55        0.20
 79     7878.79       -0.39        1.31        0.05       -0.56        0.66       -0.37        2.10       -1.12        2.60        0.08
 80     7979.80       -0.26        1.63       -0.08       -0.61        0.44       -0.38        1.78       -1.06        2.64       -0.07
 81     8080.81       -0.13        1.89       -0.17       -0.66        0.19       -0.44        1.45       -0.97        2.64       -0.22
 82     8181.82        0.01        2.09       -0.21       -0.72       -0.07       -0.55        1.10       -0.87        2.59       -0.35
 83     8282.83        0.14        2.20       -0.18       -0.78       -0.32       -0.67        0.76       -0.73        2.48       -0.47
 84     8383.84        0.28        2.21       -0.08       -0.83       -0.55       -0.77        0.44       -0.58        2.29       -0.55
 85     8484.85        0.42        2.14        0.07       -0.86       -0.75       -0.83        0.13       -0.41        2.02       -0.61
 86     8585.86        0.55        2.00        0.26       -0.88       -0.90       -0.82       -0.14       -0.24        1.69       -0.64
 87     8686.87        0.67        1.81        0.46       -0.86       -1.01       -0.74       -0.37       -0.09        1.33       -0.64
 88     8787.88        0.75        1.62        0.64       -0.82       -1.07       -0.58       -0.56        0.02        0.96       -0.63
 89     8888.89        0.80        1.45        0.78       -0.76       -1.09       -0.38       -0.69        0.08        0.63       -0.61
 90     8989.90        0.80        1.33        0.88       -0.68       -1.10       -0.15       -0.78        0.08        0.35       -0.62
 91     9090.91        0.76        1.28        0.94       -0.61       -1.10        0.07       -0.82        0.03        0.14       -0.65
 92     9191.92        0.68        1.27        0.97       -0.57       -1.12        0.26       -0.82       -0.08       -0.01       -0.72
 93     9292.93        0.57        1.31        0.98       -0.57       -1.14        0.41       -0.78       -0.22       -0.12       -0.83
 94     9393.94        0.43        1.36        0.98       -0.62       -1.18        0.52       -0.71       -0.41       -0.21       -0.99
 95     9494.95        0.28        1.41        0.97       -0.74       -1.21        0.57       -0.60       -0.61       -0.29       -1.19
 96     9595.96        0.13        1.41        0.94       -0.92       -1.22        0.57       -0.46       -0.83       -0.39       -1.41
 97     9696.97        0.01        1.34        0.90       -1.15       -1.19        0.54       -0.31       -1.03       -0.50       -1.63
 98     9797.98       -0.07        1.17        0.83       -1.40       -1.10        0.46       -0.15       -1.20       -0.63       -1.82
 99     9898.99       -0.08        0.91        0.73       -1.62       -0.94        0.38        0.00       -1.30       -0.76       -1.96
100    10000.00       -0.03        0.57        0.59       -1.77       -0.71        0.30        0.11       -1.32       -0.87       -2.03
